Timestamp,Average
2025-06-01 00:00:00,46.31492537313432
2025-06-01 01:00:00,52.29285714285711
2025-06-01 02:00:00,48.70207253886012
2025-06-01 03:00:00,51.0691964285714
2025-06-01 04:00:00,52.81866028708135
2025-06-01 05:00:00,50.14396135265701
2025-06-01 06:00:00,50.01691542288553
2025-06-01 07:00:00,47.379130434782596
2025-06-01 08:00:00,50.14892703862661
2025-06-01 09:00:00,48.94198113207547
2025-06-01 10:00:00,50.70808080808082
2025-06-01 11:00:00,46.28403755868543
2025-06-01 12:00:00,48.85588235294115
2025-06-01 13:00:00,50.84622641509437
2025-06-01 14:00:00,51.583084577114434
2025-06-01 15:00:00,49.59471153846156
2025-06-01 16:00:00,50.19090909090909
2025-06-01 17:00:00,52.10722222222224
2025-06-01 18:00:00,47.81244239631335
2025-06-01 19:00:00,48.97156862745098
2025-06-01 20:00:00,47.53015075376885
2025-06-01 21:00:00,48.89738219895289
2025-06-01 22:00:00,47.57967914438505
2025-06-01 23:00:00,49.348499999999994
2025-06-02 00:00:00,52.07549019607842
2025-06-02 01:00:00,46.59512195121954
2025-06-02 02:00:00,42.87755102040814
2025-06-02 03:00:00,51.75714285714288
2025-06-02 04:00:00,51.41693121693121
2025-06-02 05:00:00,49.99109947643978
2025-06-02 06:00:00,49.2610328638498
2025-06-02 07:00:00,46.73831775700933
2025-06-02 08:00:00,48.62583732057415
2025-06-02 09:00:00,44.846511627907
2025-06-02 10:00:00,49.66619718309862
2025-06-02 11:00:00,48.58704663212433
2025-06-02 12:00:00,50.64923857868021
2025-06-02 13:00:00,52.53249999999999
2025-06-02 14:00:00,51.31624365482233
2025-06-02 15:00:00,48.01421052631579
2025-06-02 16:00:00,50.74349999999998
2025-06-02 17:00:00,48.052380952380936
2025-06-02 18:00:00,49.60950226244342
2025-06-02 19:00:00,49.03103448275863
2025-06-02 20:00:00,49.424545454545466
2025-06-02 21:00:00,50.384816753926685
2025-06-02 22:00:00,47.847872340425546
2025-06-02 23:00:00,50.32336956521741
2025-06-03 00:00:00,49.625139664804465
2025-06-03 01:00:00,52.01244019138757
2025-06-03 02:00:00,53.095135135135145
2025-06-03 03:00:00,51.53515981735158
2025-06-03 04:00:00,48.26064814814818
2025-06-03 05:00:00,48.80153846153842
2025-06-03 06:00:00,49.31999999999999
2025-06-03 07:00:00,53.25931372549017
2025-06-03 08:00:00,48.44787234042553
2025-06-03 09:00:00,49.98324873096444
2025-06-03 10:00:00,48.325104602510464
2025-06-03 11:00:00,53.59646464646464
2025-06-03 12:00:00,50.33631284916201
2025-06-03 13:00:00,48.09806763285023
2025-06-03 14:00:00,44.62462311557786
2025-06-03 15:00:00,51.88190954773873
2025-06-03 16:00:00,47.78850000000001
2025-06-03 17:00:00,49.140487804878056
2025-06-03 18:00:00,50.903465346534645
2025-06-03 19:00:00,51.71021505376346
2025-06-03 20:00:00,52.558571428571426
2025-06-03 21:00:00,50.68262910798123
2025-06-03 22:00:00,50.05177664974619
2025-06-03 23:00:00,48.5287081339713
2025-06-04 00:00:00,50.45581395348837
2025-06-04 01:00:00,50.08167539267014
2025-06-04 02:00:00,51.874479166666674
2025-06-04 03:00:00,48.24497607655502
2025-06-04 04:00:00,51.87892156862744
2025-06-04 05:00:00,50.93211009174315
2025-06-04 06:00:00,49.983422459893035
2025-06-04 07:00:00,47.08883495145629
2025-06-04 08:00:00,47.374111675126926
2025-06-04 09:00:00,53.948255813953445
2025-06-04 10:00:00,48.513157894736835
2025-06-04 11:00:00,51.10983606557378
2025-06-04 12:00:00,52.894943820224725
2025-06-04 13:00:00,49.41885245901639
2025-06-04 14:00:00,48.94858490566039
2025-06-04 15:00:00,47.77393617021276
2025-06-04 16:00:00,49.148803827751216
2025-06-04 17:00:00,53.39747474747476
2025-06-04 18:00:00,48.8876923076923
2025-06-04 19:00:00,48.820000000000014
2025-06-04 20:00:00,51.935828877005335
2025-06-04 21:00:00,50.333149171270705
2025-06-04 22:00:00,50.11690821256041
2025-06-04 23:00:00,50.10240384615379
2025-06-05 00:00:00,49.7608490566038
2025-06-05 01:00:00,46.32926829268293
2025-06-05 02:00:00,50.42102564102561
2025-06-05 03:00:00,48.52537313432835
2025-06-05 04:00:00,51.243877551020404
2025-06-05 05:00:00,46.961340206185575
2025-06-05 06:00:00,49.45645933014351
2025-06-05 07:00:00,43.71906976744185
2025-06-05 08:00:00,52.88356807511738
2025-06-05 09:00:00,48.6735
2025-06-05 10:00:00,48.38115942028987
2025-06-05 11:00:00,53.02941176470586
2025-06-05 12:00:00,48.77757009345794
2025-06-05 13:00:00,49.13575418994414
2025-06-05 14:00:00,47.56753926701568
2025-06-05 15:00:00,49.42372093023253
2025-06-05 16:00:00,48.56097560975606
2025-06-05 17:00:00,46.95000000000002
2025-06-05 18:00:00,50.10058823529413
2025-06-05 19:00:00,49.21288659793813
2025-06-05 20:00:00,52.02736842105261
2025-06-05 21:00:00,45.90793650793648
2025-06-05 22:00:00,51.507975460122694
2025-06-05 23:00:00,51.37475247524755
2025-06-06 00:00:00,51.81249999999997
2025-06-06 01:00:00,52.06871508379888
2025-06-06 02:00:00,52.8639024390244
2025-06-06 03:00:00,50.235609756097546
2025-06-06 04:00:00,49.49899497487433
2025-06-06 05:00:00,49.82708333333334
2025-06-06 06:00:00,50.9145945945946
2025-06-06 07:00:00,50.821717171717175
2025-06-06 08:00:00,51.07708333333332
2025-06-06 09:00:00,47.36990291262139
2025-06-06 10:00:00,49.58531073446327
2025-06-06 11:00:00,50.22663316582915
2025-06-06 12:00:00,50.32796208530806
2025-06-06 13:00:00,52.920673076923066
2025-06-06 14:00:00,51.313170731707295
2025-06-06 15:00:00,45.99673913043479
2025-06-06 16:00:00,52.09226804123709
2025-06-06 17:00:00,45.176646706586844
2025-06-06 18:00:00,48.37623762376236
2025-06-06 19:00:00,47.3378238341969
2025-06-06 20:00:00,51.142346938775525
2025-06-06 21:00:00,51.604301075268836
2025-06-06 22:00:00,49.52326732673265
2025-06-06 23:00:00,46.92499999999999
2025-06-07 00:00:00,48.81594202898549
2025-06-07 01:00:00,50.69065420560749
2025-06-07 02:00:00,49.27853403141358
2025-06-07 03:00:00,48.89999999999999
2025-06-07 04:00:00,46.774358974359
2025-06-07 05:00:00,48.92700000000001
2025-06-07 06:00:00,49.17453703703704
2025-06-07 07:00:00,53.14460784313726
2025-06-07 08:00:00,51.340609137055864
2025-06-07 09:00:00,50.49137055837563
2025-06-07 10:00:00,50.45967741935485
2025-06-07 11:00:00,47.50955056179776
2025-06-07 12:00:00,48.856190476190484
2025-06-07 13:00:00,50.29545454545459
2025-06-07 14:00:00,48.168152866242046
2025-06-07 15:00:00,46.16294416243656
2025-06-07 16:00:00,50.47432432432434
2025-06-07 17:00:00,49.15467980295563
2025-06-07 18:00:00,50.254945054945026
2025-06-07 19:00:00,48.98626373626374
2025-06-07 20:00:00,47.86989795918369
2025-06-07 21:00:00,50.47376237623763
2025-06-07 22:00:00,47.79435897435898
2025-06-07 23:00:00,48.20837696335077
2025-06-08 00:00:00,46.2532608695652
2025-06-08 01:00:00,51.232812500000044
2025-06-08 02:00:00,47.7379487179487
2025-06-08 03:00:00,52.17614213197969
2025-06-08 04:00:00,47.08324324324323
2025-06-08 05:00:00,48.79855072463765
2025-06-08 06:00:00,49.95550239234449
2025-06-08 07:00:00,50.09301075268819
2025-06-08 08:00:00,48.24158878504671
2025-06-08 09:00:00,53.31522842639596
2025-06-08 10:00:00,53.89655172413793
2025-06-08 11:00:00,53.91237623762376
2025-06-08 12:00:00,47.784183673469364
2025-06-08 13:00:00,50.711794871794865
2025-06-08 14:00:00,52.49299065420559
2025-06-08 15:00:00,49.74307692307691
2025-06-08 16:00:00,49.94427860696519
2025-06-08 17:00:00,50.07673267326733
2025-06-08 18:00:00,49.723451327433644
2025-06-08 19:00:00,53.645273631840745
2025-06-08 20:00:00,52.00466321243523
2025-06-08 21:00:00,48.212834224598936
2025-06-08 22:00:00,53.817460317460316
2025-06-08 23:00:00,49.903517587939675
2025-06-09 00:00:00,48.28930481283424
2025-06-09 01:00:00,48.43717277486909
2025-06-09 02:00:00,48.37383720930231
2025-06-09 03:00:00,50.05364583333334
2025-06-09 04:00:00,51.03160621761661
2025-06-09 05:00:00,47.9385
2025-06-09 06:00:00,48.20140845070422
2025-06-09 07:00:00,47.181333333333356
2025-06-09 08:00:00,46.52835820895519
2025-06-09 09:00:00,51.62045454545456
2025-06-09 10:00:00,49.663809523809505
2025-06-09 11:00:00,49.02669683257917
2025-06-09 12:00:00,52.22550000000002
2025-06-09 13:00:00,50.80416666666664
2025-06-09 14:00:00,50.51969696969695
